date,name,km,km/h,Points,Airfield,Club,Region of club,Aircraft
5/2/2022,Stephen Jinks,419.02,99.41,393.54,Horsham,Bendigo Gliding Club,AU-VIC,Mosquito
5/2/2022,John Spronk,313.43,73.23,388.51056,Waikerie,Waikerie Gliding Club,AU-SA,LS 4
5/2/2022,Christopher Thorpe,394.39,104.25,384.81,Horsham,Beaufort Gliding Club,AU-VIC,DG 500M 20m
5/2/2022,Craig Vinall,322.89,95.46,371,Waikerie,Waikerie Gliding Club,AU-SA,Duo Discus
5/2/2022,Craig Dilks ,375.61,86.3,364.22,Horsham,Bendigo Gliding Club,AU-VIC,PIK-20 E
5/2/2022,Neil Campbell,383.41,99.02,361.75,Horsham,Gliding Club of Victoria,AU-VIC,ASW 24
5/2/2022,Jennefer Goldsmith,302.76,60.03,358.52,Horsham,Geelong Gliding Club,AU-VIC,Ka 6 E
5/2/2022,Dave Nugent,369.5,100.21,347.37,Horsham,Sunraysia Gliding Club,AU-VIC,LS 3
5/2/2022,Peter Webster,324.46,80.54,346.84,Horsham,Beaufort Gliding Club,AU-VIC,G 103 Twin Astir RG
5/2/2022,Alf McMillan,347.76,83.98,340.67,Horsham,Geelong Gliding Club,AU-VIC,LS 4
5/2/2022,Andy Benton,343.53,85.84,340.46,Horsham,Bendigo Gliding Club,AU-VIC,Janus 18.2m
5/2/2022,Rohan Ford,325.51,91.25,319.46,Benalla,N/A,AU-VIC,Duo Discus
5/2/2022,Andrzej Wroblewski,371.71,92.64,319.23,Horsham,Geelong Gliding Club,AU-VIC,LS 6 18m
5/2/2022,Russell Edwards,336.52,96.96,313.23,Horsham,Gliding Club of Victoria,AU-VIC,ASW 28
5/2/2022,Peter Raphael,184.33,42.83,310.26,Raywood,Bendigo Gliding Club,AU-VIC,Hütter H28
5/2/2022,Peter Taylor,251.52,72.32,309.5,Beverley,Beverley Soaring Society,AU-WA,G 102 Astir CS
5/2/2022,Scott Lennon,345.15,119.62,300.47,Temora,Temora Gliding Club,AU-NSW,DG 600M 18m
5/2/2022,Rodney van den Brink,243.63,69.56,288.4,Waikerie,Waikerie Gliding Club,AU-SA,G 102 Astir CS
5/2/2022,Sean Young,269.18,77.79,286.69,Narromine,Bathurst Soaring Club,AU-NSW,ASW 20
5/2/2022,Ryan Driscoll ,343.75,138.02,282.63,Horsham,Gliding Club of Victoria,AU-VIC,Nimbus 3 25.5m
5/2/2022,Greg Hammond,256.22,91.24,278.38,Horsham,N/A,AU-VIC,ASW 28
5/2/2022,Grant Johnson,278.11,121.71,235.14,Temora,Temora Gliding Club,AU-NSW,ASG 29 E 18m
5/2/2022,Adam Woolley,221,75.79,228.3,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Arcus M
5/2/2022,Ryan Luk,120.89,47.85,186.52,Stonefield,Adelaide University Gliding Club,AU-SA,K 8
5/2/2022,Justin Smith,194.82,66.3,183.56,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
5/2/2022,Peter Eicher,127.21,38.98,157.37,Porepunkah,N/A,AU-VIC,N/A
5/2/2022,Stephen Johnston,136.22,75.91,147,Beverley,Beverley Soaring Society,AU-WA,DG 1000 18m FG
5/2/2022,Allan Barnes,165.03,74.49,143.69,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
5/2/2022,Konrad Aloszyn,129.77,81.5,135.17,Gawler,Adelaide Soaring Club,AU-SA,LS 8 18m
5/2/2022,Heinz de Chelard,113.09,67.23,133.15,Ararat,Grampians Soaring Club,AU-VIC,Cirrus
5/2/2022,Marc Hugelshofer,81.6,56.81,89.02,Bacchus Marsh,Melbourne Gliding Club,AU-VIC,Mosquito
5/2/2022,Tim Carr,42.26,43.48,43.38,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Duo Discus XT
5/2/2022,Garry Stevenson,9.71,63.33,10.87,Horsham,Gliding Club of Victoria,AU-VIC,N/A
4/2/2022,Oliver Barthelmes,378.07,69.8,486.7,Benalla,N/A,AU-VIC,Club Libelle
4/2/2022,Tim Wilson,502.85,79.34,420.46,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
4/2/2022,John Welsh,343.55,72.5,398.21,Beverley,Beverley Soaring Society,AU-WA,Hornet
4/2/2022,Allan Barnes,384.21,79.37,353.45,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
4/2/2022,Justin Smith,361.48,68.6,339.91,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
4/2/2022,David Goldsmith,224.35,61.26,335.61,Horsham,Geelong Gliding Club,AU-VIC,Ka 6 E
4/2/2022,Allan Barnes,379.53,81.56,334.94,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
4/2/2022,Ryan Driscoll ,371.29,124.34,305.03,Benalla,Gliding Club of Victoria,AU-VIC,Nimbus 3 25.5m
4/2/2022,Peter Webster,222.89,60.2,290.13,Horsham,Beaufort Gliding Club,AU-VIC,G 103 Twin Astir RG
4/2/2022,Terry Cubley,226.94,83.78,276.44,Horsham,Gliding Club of Victoria,AU-VIC,DG 1000 18m FG
4/2/2022,Alf McMillan,266.04,72.24,262.2,Horsham,Geelong Gliding Club,AU-VIC,LS 4
4/2/2022,Adam Woolley,295.57,106.17,256.03,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Arcus M
4/2/2022,Tim Adam,245.11,69.08,249.41,Horsham,Beaufort Gliding Club,AU-VIC,Std. Cirrus
4/2/2022,Jack Hart,230.53,88.26,244.74,Horsham,Bendigo Gliding Club,AU-VIC,Ventus b 15m
4/2/2022,Rolf Buelter,243.14,77.52,241.5,Horsham,Geelong Gliding Club,AU-VIC,Janus 18.2m
4/2/2022,Christopher Thorpe,247.1,99.12,240,Horsham,Beaufort Gliding Club,AU-VIC,DG 500M 20m
4/2/2022,Dave Nugent,248.95,84.29,234.44,Horsham,Sunraysia Gliding Club,AU-VIC,LS 3
4/2/2022,Neil Campbell,247.77,89.44,233.05,Horsham,Gliding Club of Victoria,AU-VIC,ASW 24
4/2/2022,Michael Durrant,246.98,90.38,221.59,Horsham,Geelong Gliding Club,AU-VIC,Duo Discus
4/2/2022,Garry Stevenson,247.42,90.31,220.37,Horsham,Gliding Club of Victoria,AU-VIC,Duo Discus T WL
4/2/2022,Hamid Nazari,246.88,98.32,212.04,Horsham,Geelong Gliding Club,AU-VIC,LS 6 18m
4/2/2022,Greg Hammond,222.87,93.86,207.74,Horsham,N/A,AU-VIC,ASW 28
4/2/2022,Phil Callander,210.68,69.85,198.36,Horsham,Gliding Club of Victoria,AU-VIC,LS 7 WL
4/2/2022,Andrzej Wroblewski,168.46,66.29,194.42,Horsham,Geelong Gliding Club,AU-VIC,LS 4
4/2/2022,Andy Benton,161.24,70.21,163.19,Horsham,Bendigo Gliding Club,AU-VIC,Janus 18.2m
4/2/2022,Tim Carr,164.25,78.91,148.71,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Duo Discus XT
4/2/2022,Robert Duffy,148.48,66.58,146.79,Beverley,Beverley Soaring Society,AU-WA,ASG 29 18m
4/2/2022,Mark Bland,109.08,60.64,122.07,Benalla,Gliding Club of Victoria,AU-VIC,ASK 21 Mi
3/2/2022,Mark Bland,128.82,48.43,165.38,Benalla,Gliding Club of Victoria,AU-VIC,ASK 21 Mi
3/2/2022,Allan Barnes,19.2,63.59,17.74,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
2/2/2022,Jennefer Goldsmith,144.95,34.52,201.97,Horsham,Geelong Gliding Club,AU-VIC,Ka 6 E
2/2/2022,Dave Nugent,168.61,84.4,199.75,Horsham,Sunraysia Gliding Club,AU-VIC,LS 3
2/2/2022,Rolf Buelter,158.14,72.85,197.74,Horsham,Geelong Gliding Club,AU-VIC,Janus 18.2m
2/2/2022,Garry Stevenson,161.74,62.77,190.5,Horsham,Gliding Club of Victoria,AU-VIC,Discus a WL
2/2/2022,Michael Durrant,164.17,81.07,187.3,Horsham,Geelong Gliding Club,AU-VIC,Duo Discus
2/2/2022,Graham Adams ,166.27,73.16,186.85,Horsham,Gliding Club of Victoria,AU-VIC,Ventus bT 16.6m
2/2/2022,John Orton,128.19,62.86,177.96,Horsham,Gliding Club of Victoria,AU-VIC,G 103 Twin 2
2/2/2022,Hamid Nazari,159.16,91.81,173.81,Horsham,Geelong Gliding Club,AU-VIC,LS 6 18m
2/2/2022,Greg Hammond,149.97,58.93,165.8,Horsham,N/A,AU-VIC,ASW 28
2/2/2022,Tim Shirley,158.66,88.79,148.4,Horsham,Gliding Club of Victoria,AU-VIC,ASW 28
2/2/2022,Terry Cubley,132.66,69.9,129.21,Horsham,Gliding Club of Victoria,AU-VIC,DG 1000 18m FG
2/2/2022,Terry Cubley,103.62,48.13,117.08,Horsham,Gliding Club of Victoria,AU-VIC,DG 1000 18m FG
2/2/2022,John Orton,81.56,62.22,108.63,Horsham,Gliding Club of Victoria,AU-VIC,G 103 Twin 2
1/2/2022,Justin Smith,316.32,83.33,302.29,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
1/2/2022,Paul Jacobsohn,145.08,66.26,157.54,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Duo Discus
31/1/2022,Pete Temple,594.02,117.54,582,Gawler,Adelaide Soaring Club,AU-SA,ASG 29 18m
31/1/2022,Hamid Nazari,564.23,90.72,580.7,Horsham,Geelong Gliding Club,AU-VIC,LS 6 18m
31/1/2022,Neil Campbell,465.15,89.23,537.95,Horsham,Gliding Club of Victoria,AU-VIC,ASW 24
31/1/2022,Michael Durrant,467.19,98.55,517.34,Horsham,Geelong Gliding Club,AU-VIC,Duo Discus
31/1/2022,Alf McMillan,478.87,71.6,463.72,Horsham,Geelong Gliding Club,AU-VIC,LS 4
31/1/2022,David Goldsmith,334.86,54.14,460.76,Horsham,Geelong Gliding Club,AU-VIC,Ka 6 E
31/1/2022,Christopher Thorpe,477.2,94.33,460.4,Horsham,Beaufort Gliding Club,AU-VIC,DG 500M 20m
31/1/2022,Graham Adams ,354.48,78.46,387.27,Horsham,Gliding Club of Victoria,AU-VIC,Ventus bT 16.6m
31/1/2022,Terry Cubley,312.49,79.76,380.14,Horsham,Gliding Club of Victoria,AU-VIC,DG 1000 18m FG
31/1/2022,Dave Nugent,363.87,81.66,348.81,Horsham,Sunraysia Gliding Club,AU-VIC,LS 3
31/1/2022,Rolf Buelter,343.98,83.36,341.81,Horsham,Geelong Gliding Club,AU-VIC,Janus 18.2m
31/1/2022,Tim Adam,335.25,66.04,340.69,Horsham,Beaufort Gliding Club,AU-VIC,Std. Cirrus
31/1/2022,Geoff Wood,246.81,67.49,337.66,Gawler,Adelaide Soaring Club,AU-SA,Pilatus B4 RG
31/1/2022,Adam Woolley,394.18,102.6,334.28,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Arcus M
31/1/2022,Allan Barnes,387.88,106.25,325.89,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
31/1/2022,Tim Shirley,343.78,95,322.18,Horsham,Gliding Club of Victoria,AU-VIC,ASW 28
31/1/2022,Paul Jacobsohn,338.15,72.48,313.45,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Duo Discus
31/1/2022,David Jansen,352.47,90.42,296.44,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Arcus T
31/1/2022,Tim Wilson,339.9,65.3,294.22,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
31/1/2022,Tim Carr,310.92,91.29,277.43,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Duo Discus XT
31/1/2022,Justin Smith,324.47,94.27,276.4,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
31/1/2022,Andrew Hurst,244.43,69.17,273.84,Charters Towers,North Queensland Soaring Centre,AU-QLD,SZD-41 Jantar Std.
31/1/2022,Sam Woods,257.78,79.97,264.73,Gawler,Adelaide University Gliding Club,AU-SA,Std. Libelle
31/1/2022,Andy Benton,256.05,80.16,254.99,Horsham,Bendigo Gliding Club,AU-VIC,Janus 18.2m
31/1/2022,Peter Webster,237.52,48.94,252.83,Horsham,Beaufort Gliding Club,AU-VIC,G 102 Astir CS 77
31/1/2022,Mark Simpson,196.56,67.05,236.12,Benalla,N/A,AU-VIC,Silent 2
31/1/2022,John Orton,172.31,78.19,221.18,Horsham,Gliding Club of Victoria,AU-VIC,G 103 Twin 2
31/1/2022,Greg Hammond,205.08,97.23,216.64,Horsham,N/A,AU-VIC,ASW 15
31/1/2022,Sid Nankivell,214.11,89.44,202.13,Gawler,Waikerie Gliding Club,AU-SA,LS 3
31/1/2022,Phil Callander,210.05,82.72,194.3,Beulah 1,Gliding Club of Victoria,AU,DG 1000M 20m
31/1/2022,Harbans Mann,164.72,55.95,173.06,Benalla,Adelaide University Gliding Club,AU-VIC,Duo Discus
31/1/2022,Rodney van den Brink,136.57,35.78,164.92,Waikerie,Waikerie Gliding Club,AU-SA,G 102 Astir CS
31/1/2022,Phil Callander,116.15,87.55,108.67,Horsham,Gliding Club of Victoria,AU-VIC,DG 1000M 20m
31/1/2022,Rodney van den Brink,14.04,58.1,16.38,Waikerie,Waikerie Gliding Club,AU-SA,G 102 Astir CS
31/1/2022,David Thomas,11.6,107.08,13.41,Horsham,Geelong Gliding Club,AU-VIC,LS 4
30/1/2022,Adam Woolley,492.03,110.54,510.6,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Arcus M
30/1/2022,David Jansen,473.76,105.12,501.47,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Arcus T
30/1/2022,Allan Barnes,458.74,110.64,484.6,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
30/1/2022,Paul Jacobsohn,426.22,93.85,472.87,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Duo Discus
30/1/2022,Justin Smith,416.78,96.53,441.85,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
30/1/2022,Tim Carr,395.85,92.96,435.63,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Duo Discus XT
30/1/2022,Jennefer Goldsmith,298.78,59.54,432.73,Horsham,Geelong Gliding Club,AU-VIC,Ka 6 E
30/1/2022,Jason Townes,339.26,96.06,420.06,Beverley,Beverley Soaring Society,AU-WA,LS 4
30/1/2022,Simon Marko,307.62,70.34,414.4,Beverley,Beverley Soaring Society,AU-WA,G 102 Astir CS
30/1/2022,Tommy Kalsbeek ,322.55,85.74,392.3,Gawler,Adelaide Soaring Club,AU-SA,Std. Libelle
30/1/2022,Stewart Mcvey,319.49,93.55,335.35,Beverley,Beverley Soaring Society,AU-WA,G 102 Astir CS
30/1/2022,David Bradshaw,290.71,78.74,333.51,Gawler,Adelaide Soaring Club,AU-SA,Discus b
30/1/2022,David Holmes,330.89,99.98,332.15,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 18m
30/1/2022,Tim Shirley,252.75,90.15,293.89,Horsham,Gliding Club of Victoria,AU-VIC,ASW 28
30/1/2022,Steve Pearson,301.55,115.97,292.68,Beverley,Beverley Soaring Society,AU-WA,LS 4
30/1/2022,Leigh Stokes,268.07,78.5,289.39,Stonefield,Adelaide University Gliding Club,AU-SA,ASW 20
30/1/2022,Norm Bloch,349.24,135.38,288.68,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
30/1/2022,Mike Sabin,295.8,79.06,287.23,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
30/1/2022,John Hutcherson,294.23,108.92,276,Beverley,Beverley Soaring Society,AU-WA,Discus b
30/1/2022,Andrew Herwig,326.28,110.35,271.23,Cunderdin,Gliding Club of Western Australia,AU-WA,Ventus 2 cxa
30/1/2022,Russell Edwards,223.67,79.25,268.99,Horsham,Gliding Club of Victoria,AU-VIC,LS 7 WL
30/1/2022,Ruben Rubio ,239.24,70.1,267.91,Gawler,Adelaide Soaring Club,AU-SA,LS 8 18m
30/1/2022,David Kinlan,253.4,71.76,254.19,Warwick,Warwick Gliding Club,AU-QLD,LAK-17B FES 18m
30/1/2022,Stephen Hoey,208.05,85.72,247.86,Beverley,Beverley Soaring Society,AU-WA,Std. Cirrus
30/1/2022,Michael Durrant,274.22,90.32,246.47,Horsham,Geelong Gliding Club,AU-VIC,Duo Discus
30/1/2022,Alf McMillan,274.19,90.3,246.44,Horsham,Geelong Gliding Club,AU-VIC,Duo Discus
30/1/2022,David Thomas,226.22,81.91,223.23,Horsham,Geelong Gliding Club,AU-VIC,Janus 18.2m
30/1/2022,Rodney van den Brink,179.94,53.06,220.56,Waikerie,Waikerie Gliding Club,AU-SA,G 102 Astir CS
30/1/2022,John Orton,173.56,74.16,214.41,Horsham,Gliding Club of Victoria,AU-VIC,G 103 Twin 2
30/1/2022,Daryl Mackay,175.55,89.88,210.35,Beverley,Beverley Soaring Society,AU-WA,DG 1000S 18m
30/1/2022,Dave Nugent,167.78,78.14,193.02,Horsham,Sunraysia Gliding Club,AU-VIC,LS 3
30/1/2022,Mick Webster,164.69,81.34,192.9,Warkworth,Hunter Valley Gliding Club,AU-NSW,LS 8
30/1/2022,Neil Campbell,154.62,81.08,182.08,Horsham,Gliding Club of Victoria,AU-VIC,ASW 24
30/1/2022,Tony Scarlett,111.52,58.86,159.15,Warwick,Warwick Gliding Club,AU-QLD,Ka 6
30/1/2022,Peter Webster,136.13,60.89,156.42,Horsham,Beaufort Gliding Club,AU-VIC,G 102 Std. Astir
30/1/2022,Graham Adams ,167.68,93.65,150.65,Horsham,Gliding Club of Victoria,AU-VIC,Ventus bT 16.6m
30/1/2022,Emir Hujdur,133.44,64.97,149.24,Warkworth,Hunter Valley Gliding Club,AU-NSW,Discus 2b
30/1/2022,Clifford Jefferies,117.93,81.52,139.1,Warkworth,Southern Cross Gliding Club,AU-NSW,SZD-48 Jantar Std. 2
30/1/2022,Tim Adam,115.23,68.07,117.76,Warracknabeal,Beaufort Gliding Club,AU,Std. Cirrus
30/1/2022,Colin Campbell,88.64,75.37,115.75,Raywood,Bendigo Gliding Club,AU-VIC,Std. Libelle
30/1/2022,Phil Callander,108.49,83.28,100.99,Warracknabeal,Gliding Club of Victoria,AU,DG 1000M 20m
30/1/2022,Ryan Luk,55.59,73.33,76.53,Stonefield,Adelaide University Gliding Club,AU-SA,ASK 13
30/1/2022,Phil Callander,55.49,65.07,54.11,Horsham,Gliding Club of Victoria,AU-VIC,DG 1000M 20m
30/1/2022,Kevin Power,16.07,54.47,22.48,Charters Towers,North Queensland Soaring Centre,AU-QLD,SZD-50 Puchacz
29/1/2022,Lumpy Paterson,856.6,129.59,907.41,Cunderdin,Southern Riverina Gliding Club,AU-WA,JS3 TJ 18m
29/1/2022,Daryl Mackay,703.46,105.96,826.42,Beverley,Beverley Soaring Society,AU-WA,ASW 20
29/1/2022,Norm Bloch,788.18,128.31,824.63,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
29/1/2022,Kim Taylor,749.67,124.13,796.31,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
29/1/2022,Karsten Bojesen,503.27,102.22,609.94,Beverley,Beverley Soaring Society,AU-WA,Discus b
29/1/2022,Sidney Dewey,532.85,104.32,605.35,Beverley,Beverley Soaring Society,AU-WA,Ventus 2b
29/1/2022,Ashley Boyle,555.38,107.18,589.32,Narrogin,Narrogin Gliding Club,AU-WA,SZD-42 Jantar 2
29/1/2022,Ross McLernon,471.29,95.25,577.83,Beverley,Beverley Soaring Society,AU-WA,SZD-48 Jantar Std. 2
29/1/2022,Owen R Jones,466.82,82.49,505.76,Beverley,Beverley Soaring Society,AU-WA,LS 8 18m
29/1/2022,Ian Cook,339.46,115.66,404.33,Beverley,Beverley Soaring Society,AU-WA,LS 8
29/1/2022,Ben Terrell,437.8,107.03,399.78,Beverley,Beverley Soaring Society,AU-WA,Ventus b 15m
29/1/2022,John Hutcherson,396.45,90.76,373.02,Beverley,Beverley Soaring Society,AU-WA,Discus b
29/1/2022,Stewart Mcvey,337.64,78.3,353.26,Beverley,Beverley Soaring Society,AU-WA,G 102 Astir CS
29/1/2022,Stephen Hoey,345.18,85,350.81,Beverley,Beverley Soaring Society,AU-WA,Std. Cirrus
29/1/2022,Craig Challen,310.54,83.44,327.39,Cunderdin,Beverley Soaring Society,AU-WA,Ventus 2cx 18m
29/1/2022,Allan Barnes,265.34,91.97,297.96,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 8
29/1/2022,Henry Egan,239.92,50.31,295.56,Narrogin,Narrogin Gliding Club,AU-WA,G 102 Astir CS
29/1/2022,Ian Sawell,260.56,69.71,287.93,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 6
29/1/2022,Chris Runeckles,334.22,101.68,286.37,Cunderdin,Gliding Club of Western Australia,AU-WA,Ventus 2cx 18m
29/1/2022,Allan Barnes,265.28,91.96,268.12,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
29/1/2022,Ross Richardson,244.56,89.74,266.36,Beverley,Beverley Soaring Society,AU-WA,LS 8
29/1/2022,Stephen Johnston,188.57,61.8,247.07,Beverley,Beverley Soaring Society,AU-WA,G 102 Astir CS
29/1/2022,Andrew Herwig,290.19,117.04,244.05,Cunderdin,Gliding Club of Western Australia,AU-WA,Ventus 2cx 18m
29/1/2022,Mike Sabin,247.81,69.67,240.77,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
29/1/2022,David Jansen,280.39,98.63,235.71,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Arcus T
29/1/2022,Darren Underwood,182.18,78.65,219.97,Balaklava,Balaklava Gliding Club,AU-SA,Std. Libelle
29/1/2022,Paul Jacobsohn,215.87,66.79,194.77,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Duo Discus
29/1/2022,Justin Smith,222.24,77.65,191.3,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
29/1/2022,Matthew Scutter,186.37,73.91,186.07,Gawler,Kingaroy Soaring Club,AU-SA,SZD-56-2 Diana 2 FES
29/1/2022,Bill Mudge,162.76,84.1,181.12,Waikerie,Waikerie Gliding Club,AU-SA,Discus b
29/1/2022,Arie van Spronssen,171.04,53.45,180.58,Warkworth,Hunter Valley Gliding Club,AU-NSW,DG 200 17m
29/1/2022,David Pietsch,186.99,78.87,179.67,Gawler,Waikerie Gliding Club,AU-SA,JS1 TJ 18m
29/1/2022,Richard Hoskings,163.32,49.15,175.64,McCaffery Field,Darling Downs Soaring Club,AU-QLD,ASW 20
29/1/2022,Brenton Swart,153.89,54.42,164.2,Gawler,Adelaide Soaring Club,AU-SA,LS 3
29/1/2022,Sam Woods,137.63,49.88,161.56,Gawler,Adelaide University Gliding Club,AU-SA,Std. Libelle
29/1/2022,Paul Dickson,152.01,68.21,154.07,Warkworth,Hunter Valley Gliding Club,AU-NSW,LS 3
29/1/2022,Sid Nankivell,140.47,56.37,151.76,Gawler,Waikerie Gliding Club,AU-SA,LS 3
29/1/2022,Tim Carr,167.63,64.57,150.83,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Duo Discus XT
29/1/2022,John Spronk,104.88,65.96,120.33462,Waikerie,Waikerie Gliding Club,AU-SA,LS 4
29/1/2022,Andrew Dickson,79.91,40.73,103.83,Warkworth,Hunter Valley Gliding Club,AU-NSW,Slingsby T.51 Dart 17 R
29/1/2022,Gene Walker,43.69,24.54,43.56,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Ventus 2a
29/1/2022,Jean-Yves Provost,26.1,43.8,36.33,Camden,Southern Cross Gliding Club,AU-NSW,ASK 13
29/1/2022,Kevin Power,8.18,91.45,11.45,Charters Towers,North Queensland Soaring Centre,AU-QLD,SZD-50 Puchacz
28/1/2022,Mathias Kopp,448.02,92.5,420.88,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 32
28/1/2022,Ian Sawell,253.03,67.69,281.86,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 6
28/1/2022,Mark Bland,185.65,55.95,237.32,Benalla,Gliding Club of Victoria,AU-VIC,ASK 21 Mi
28/1/2022,Paul Jacobsohn,205.92,64.66,204.42,Lake Keepit,Hunter Valley Gliding Club,AU-NSW,Duo Discus
28/1/2022,David Jansen,211.57,108.61,179.52,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Arcus T
28/1/2022,Allan Barnes,164.23,97.37,168.17,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Arcus M
28/1/2022,Mark Berry,116.17,35.04,165.18,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,PW 5
28/1/2022,Richard Tolley,102.83,64.28,133.79,Beverley,Beverley Soaring Society,AU-WA,G 102 Astir CS
28/1/2022,Reinier Renckens,108.27,50.05,120.68077,Camden,Southern Cross Gliding Club,AU-NSW,LS 4
28/1/2022,Matthew Dunstan,76.76,29.16,89.18,McCaffery Field,Darling Downs Soaring Club,AU-QLD,SZD-48-3 Jantar Std. 3
28/1/2022,Karsten Bojesen,53.32,43.44,57.51,Beverley,Beverley Soaring Society,AU-WA,Discus b
27/1/2022,David Pietsch,242.41,89.39,244.78,Gawler,Waikerie Gliding Club,AU-SA,JS1 TJ 18m
27/1/2022,Matthew Scutter,218.14,90.56,233.63,Gawler,Kingaroy Soaring Club,AU-SA,SZD-56-2 Diana 2 FES
27/1/2022,Sid Nankivell,187.79,60.74,214.07,Gawler,Waikerie Gliding Club,AU-SA,LS 3
27/1/2022,Sam Woods,166.01,48.77,209.64,Gawler,Adelaide University Gliding Club,AU-SA,Std. Libelle
27/1/2022,Ian Sawell,174.47,62.45,194.18,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,LS 6
27/1/2022,Brenton Swart,48.62,35.96,52.53,Gawler,Adelaide Soaring Club,AU-SA,LS 3
26/1/2022,Chris Hostettler,569.66,106.56,618.2,Tocumwal,SportAviation Tocumwal,AU-NSW,ASW 27
26/1/2022,Grant Heaney,453.88,86.02,547.83,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-48 Jantar Std. 2
26/1/2022,Mark Bland,389.17,82.68,539.74,Benalla,Gliding Club of Victoria,AU-VIC,ASK 21 Mi
26/1/2022,Grant Johnson,517.18,117.05,505.81,Temora,Temora Gliding Club,AU-NSW,ASG 29 E 18m
26/1/2022,Les Kinsley,343.05,76.37,431.62,Temora,Temora Gliding Club,AU-NSW,Std. Libelle
26/1/2022,Makoto Ichikawa,419.34,114.05,378.09,Temora,Temora Gliding Club,AU-NSW,JS3 18m
26/1/2022,Adam Woolley,406.67,103.07,366.83,Temora,Kingaroy Soaring Club,AU-NSW,Ventus 3T 15m
26/1/2022,Bob McCormack ,377.25,80.91,366.58,Temora,Temora Gliding Club,AU-NSW,DG 808C Competition 18m
26/1/2022,Matthew Scutter,311.46,104.73,338.38,Gawler,Kingaroy Soaring Club,AU-SA,SZD-56-2 Diana 2 FES
26/1/2022,Philip Ritchie,282.32,101.81,334.54,Gawler,Adelaide Soaring Club,AU-SA,Mosquito
26/1/2022,Charles Day,293.92,94.21,327.8,Benalla,Gliding Club of Victoria,AU-VIC,Kestrel 17m
26/1/2022,Scott Lennon,232.86,96.01,271.57,Temora,Temora Gliding Club,AU-NSW,LS 8
26/1/2022,Akemi Ichikawa,241.93,76.11,250.82,Temora,Temora Gliding Club,AU-NSW,LS 8 18m
26/1/2022,Brian Kranz,205.27,84.54,245.03,Temora,Temora Gliding Club,AU-NSW,LS 3
26/1/2022,Sam Woods,163.09,53.08,195.21,Gawler,Adelaide University Gliding Club,AU-SA,Std. Libelle
26/1/2022,Paul Power,101.85,34.63,118.35,Pipers Field,Bathurst Soaring Club,AU-NSW,LS 4
26/1/2022,Andrew White,115.86,72.09,105.72,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
